-0.77,0.26,9.64,0.02,0.18,-0.03,1
-0.06,0.47,10.28,-0.03,-0.03,0.04,1
-0.81,0.37,9.73,-0.03,0.1,-0.03,1
-0.64,0.4,9.88,0,-0.03,0.03,1
-0.01,0.37,10.04,-0.03,-0.01,0.02,1
-0.2,0.51,10.13,-0.04,-0.14,0.07,1
-0.66,0.41,9.74,-0.06,-0.2,0.1,1
-0.39,0.51,9.96,-0.02,-0.02,0.04,1
-0.61,0.33,9.78,-0.03,-0.08,0.06,1
-0.72,0.25,9.76,-0.01,0.05,0.01,1
-0.65,0.65,9.86,-0.04,-0.03,0.02,1
-1.01,0.41,9.69,-0.03,-0.17,0.09,1
-0.41,0.53,9.92,0,0.18,-0.04,1
-0.17,0.45,10.13,0.04,0.21,-0.05,1
-0.23,0.28,9.81,-0.05,-0.25,0.13,1
-0.34,0.46,10.01,0.02,0.24,-0.08,1
-0.7,0.46,9.65,-0.06,-0.28,0.14,1
-0.08,0.52,10.14,-0.04,-0.08,0.06,1
-0.58,0.27,9.93,0,0.12,0,1
0.18,0.43,10.27,-0.05,-0.02,0.01,1
-0.05,0.26,10.35,0.06,0.17,-0.03,1
-0.81,0.52,9.85,-0.1,-0.12,0.03,1
-0.69,0.41,9.8,-0.06,-0.16,0.1,1
-0.23,0.72,10.45,-0.07,-0.11,0.04,1
0.04,0.47,10.2,-0.08,-0.25,0.11,1
0.52,0.26,9.89,0,-0.2,0.08,1
0,0.18,10.18,0.05,0.38,-0.13,1
-0.06,0.16,9.95,-0.07,0.03,-0.02,1
-0.23,0.42,9.9,0.07,0.24,0.03,1
-0.45,0.77,10.06,-0.01,-0.29,0.15,1
-0.87,0.5,9.7,-0.06,-0.26,0.11,1
-0.51,0.61,9.93,-0.05,-0.28,0.15,1
-0.23,0.51,10.01,-0.06,-0.11,0.05,1
-0.38,0.39,9.97,0.06,0.18,0,1
-0.36,0.26,10.02,-0.05,-0.02,-0.01,1
-0.69,0.23,9.83,-0.01,-0.13,0.08,1
-0.6,0.58,9.97,0.01,-0.07,0.1,1
-0.46,0.33,10.06,-0.02,-0.16,0.18,1
-0.48,0.4,10.01,0,0.04,0.01,1
-0.35,0.37,10.04,-0.04,-0.16,0.07,1
-0.85,0.31,9.77,0,-0.03,0.06,1
0.11,0.27,10.32,-0.04,-0.06,0.03,1
-0.73,0.41,9.88,-0.01,-0.04,0.06,1
-0.58,0.39,10.03,-0.05,-0.17,0.08,1
-0.37,0.48,10.3,0.03,0.35,-0.08,1
-0.52,0.18,9.99,-0.01,0.09,-0.03,1
-0.23,0.47,10.23,0.02,-0.01,-0.01,1
-0.85,0.34,10.02,0,0.27,-0.09,1
-1.04,0.29,9.69,-0.11,-0.19,0.05,1
-0.65,0.33,9.94,0,-0.02,0.06,1
-0.75,0.66,9.93,-0.05,-0.17,0.14,1
-0.73,0.41,9.9,-0.01,0.04,0.12,1
-0.99,0.06,9.76,-0.05,0.04,0,1
-0.9,0.06,9.8,-0.02,0.3,-0.09,1
-0.97,0.44,9.88,0,0.01,0.02,1
-0.85,0.49,9.93,-0.04,0.24,-0.11,1
-0.7,0.22,9.97,-0.04,-0.16,0.07,1
-0.49,-0.06,9.75,-0.02,-0.14,0.1,1
-0.97,0.33,9.87,-0.07,-0.11,0.04,1
-1.04,0.3,9.68,-0.04,-0.2,0.1,1
-0.7,0.36,10.13,0.01,0.04,0,1
-1.07,0.12,9.66,-0.04,-0.08,0.08,1
-0.68,0.08,9.92,0.08,0.31,-0.03,1
-0.9,0.45,9.91,-0.02,0.18,-0.06,1
-1.02,0.04,9.67,0.02,0.02,0.06,1
-0.39,-0.02,10.13,-0.04,0.04,-0.01,1
-1.12,0.06,9.77,0.06,0.25,-0.06,1
-1.17,0.24,9.81,0.1,0.38,-0.19,1
-1.01,0.26,9.84,-0.04,-0.08,0.04,1
-0.37,0.24,10.21,-0.01,0.19,-0.06,1
-0.64,0.39,10.13,0.01,0.31,-0.1,1
-0.59,0.28,10,0,0,0.05,1
-1.13,0.27,9.95,-0.07,0.08,-0.03,1
-1.22,0.17,9.69,-0.03,-0.07,0.05,1
-0.52,0.25,10.49,-0.05,0.22,-0.13,1
-0.9,0.79,10.03,-0.1,0.24,-0.13,1
-1.41,0.22,9.77,-0.03,-0.1,0.05,1
-0.68,0,10.05,-0.05,-0.06,0.05,1
-0.95,0.08,9.88,0.02,0.26,-0.09,1
-1.39,0.25,9.75,0.02,0.42,-0.14,1
-1.51,0.12,9.72,-0.05,0.02,-0.01,1
-1.58,0.26,9.62,-0.04,-0.25,0.14,1
-0.97,0.17,9.93,-0.01,0.05,-0.02,1
-0.77,0.25,9.92,-0.05,-0.07,0.07,1
-1.06,0.05,9.89,0.03,0.15,-0.05,1
-1.41,0.1,9.67,-0.02,-0.14,0.11,1
-1.21,0.18,9.79,-0.02,0.06,0.01,1
-1.47,0.25,9.73,-0.03,-0.27,0.16,1
-1.37,0.42,9.86,-0.01,0.11,-0.01,1
-1.46,0.38,9.73,0.05,0.18,-0.04,1
-0.91,0.24,9.97,-0.01,0.04,-0.02,1
-1.26,0.27,9.83,-0.04,0.14,-0.06,1
-1.4,0.4,9.75,-0.07,-0.23,0.13,1
-0.91,0.61,10.35,-0.08,-0.41,0.11,1
-0.83,0.25,9.97,0.03,0.13,0.03,1
-0.89,0.33,10.04,-0.07,-0.11,0.05,1
-1.21,0.39,10.04,0.01,0.37,-0.12,1
-1.39,0.15,9.72,-0.03,-0.04,0.06,1
-1.29,0.06,9.7,-0.02,-0.25,0.13,1
-0.43,0.74,10.41,-0.09,-0.15,0.05,1
-0.74,0.13,10,-0.03,-0.16,0.11,1
-1.03,0.15,9.83,-0.05,-0.05,0.02,1
-1.02,0.36,10.16,-0.13,-0.45,0.15,1
-1.25,0.56,9.99,-0.01,0.04,0.03,1
-1.14,0.18,9.45,0.06,-0.21,0.05,1
-1.67,0.38,9.73,-0.02,0.23,-0.04,1
-0.66,0.22,10.17,-0.13,0.12,-0.15,1
-1.62,0.1,9.67,-0.02,-0.26,0.14,1
-0.94,0.73,10.16,0.01,0.06,0.01,1
-1.19,0.3,9.94,0.02,0.03,0.01,1
-1.7,0.26,9.58,-0.02,-0.12,0.08,1
-1.36,0.02,9.73,0.03,0.13,0,1
10.88,-3.35,9.07,-0.02,-0.15,0.22,2
0.98,-3.25,10.14,-0.41,0.48,-0.01,2
-1.93,-0.55,1.5,0.3,-0.6,0.31,2
-1.3,-2.88,8.79,0.76,-1.79,0.04,2
-0.11,-5.51,14.76,1.51,-1.98,0.01,2
1.93,-2.15,22.43,0.53,-0.77,0.48,2
-2.53,-1.74,9.46,-0.88,1.47,0.13,2
-1.57,-1.5,-0.25,0.04,-0.53,0.59,2
-1.3,-4.48,11.13,0.71,-0.95,-0.12,2
-0.86,-1.35,29.17,-0.3,0.09,0.03,2
-1.63,-1.83,2.8,-1.2,0.99,-0.15,2
-0.45,-2.27,0.49,0.24,-1.07,0.55,2
-0.73,-4.01,23.32,-0.29,-0.84,0.08,2
-1.21,-5.46,7.91,-0.96,1.59,-0.24,2
-1.65,-2.88,5.1,0.38,-1.18,0.14,2
-1.99,-1.6,19.8,-0.41,1.6,0.39,2
-0.81,-2.85,-1.85,0.22,-0.33,0.24,2
-2.52,-4.09,18.08,0.62,-1.5,0,2
-6.35,-3.86,0.8,-1.09,1.46,-0.18,2
-1.6,-3.15,6,1.18,-0.76,0.14,2
-1.24,-7.44,25.21,-2.27,1.38,0.74,2
-1.28,-4.44,-8.55,0.28,0.38,0.3,2
-2.45,-3.67,11.09,0.99,-1.51,0.01,2
-1.68,0.06,27.9,-0.22,1.49,-0.66,2
-2.4,-0.86,-8.39,-0.02,0.03,0.11,2
0.03,-5.1,0.62,1.21,-0.96,0.3,2
-3.71,-3.19,19.41,1.04,-1.68,0.19,2
-2.51,-3.45,23.25,-1.66,1.76,-0.14,2
-0.9,-3.93,-6.28,0.26,-0.36,0.29,2
-1.42,-5.34,8.3,1.1,-1.65,0.09,2
-2.44,-1.33,29.46,-0.54,-0.11,-0.3,2
-5.93,-4.36,-9.12,-0.55,2.19,-0.63,2
-1.34,-2.38,5.2,0.58,-1.28,0.07,2
-1.29,-8.04,32.06,-1.6,0.84,0.09,2
0.44,-5.38,-3.94,-0.1,-0.48,0.54,2
-2.75,-3.21,7.29,0.66,-1.64,-0.05,2
-2.72,-5.33,23.95,-1.47,0.87,0.22,2
0.04,-2.48,-5.49,0.35,-0.26,0.11,2
-2.52,-3.96,10.68,1,-1.67,-0.17,2
-1.59,-6.22,24.15,-1.75,1.51,0.09,2
-1.52,-4.17,-5.42,0.38,0.13,0.23,2
-3.4,-3.54,18.78,0.06,-0.71,-0.24,2
-1.89,-0.65,-2.87,0.2,0.62,0.22,2
-2.84,-7.67,26.22,-0.36,0.11,-0.02,2
-2.39,0.05,6.15,0.66,-0.81,-0.31,2
-2.44,-3.55,1.75,-0.18,1.7,-0.23,2
-1.86,-2.2,26.28,-0.54,-1.42,0.7,2
-1.87,-0.88,4.44,0.62,-1.04,0.31,2
-2.22,-4.06,6.22,-0.59,1.44,0.08,2
-1.91,-5.13,11.22,0.1,-1.13,-0.18,2
-1.35,-4.25,-2.39,-0.23,0.6,-0.07,2
-2.96,-1.75,19.52,0.4,-1.36,0.57,2
-0.12,-3.83,3.02,0.51,-0.2,0.39,2
-2.24,-1.15,18.01,-1.27,1.41,0.47,2
-1.58,-2.48,4.16,0.5,-1.13,0.49,2
-3.2,-2.71,21.97,-0.94,1.8,0.08,2
-1.16,-4.19,0.61,0.65,-1.14,0.13,2
-2.87,-0.36,19.62,0.35,-0.96,0.17,2
-0.93,-5.56,0.41,0.36,0.33,-0.51,2
-1.77,-1.77,18.13,0.94,-1.46,0.09,2
-3.38,0.23,-1.63,0.13,0.42,0.32,2
-1.48,-6.18,27.73,-1.38,0.94,0.11,2
-1.35,-2.45,5.26,0.57,-1.07,-0.29,2
-3.19,-0.65,2.74,-1.48,0.55,0.23,2
-1.84,-2.14,10.23,1.05,-1.33,-0.15,2
-0.84,-1.92,-1.03,-0.2,0.29,0.18,2
-2.74,-8.98,27.68,0.37,-0.39,0.57,2
-0.87,-2.42,4.99,-0.07,-0.96,0,2
-1.11,-5.89,10.31,-0.81,1.62,-0.07,2
-1.63,-3,12.84,0.37,-1.48,-0.06,2
-2.25,0.63,0.48,-0.28,0.84,0.02,2
-1.7,-2.49,18.28,0.39,-0.52,0.09,2
-0.84,-1.26,3.44,0.34,-1.05,-0.04,2
-2.01,-0.6,0.11,-0.44,0.67,0.17,2
-1.14,-2.13,13.92,-0.31,1.65,0.36,2
-1.23,-3.22,16.07,0.63,-0.69,-0.09,2
-1.12,-6.51,11.37,0.33,-1.38,-0.05,2
-0.7,-2.18,4.57,0.6,-0.7,-0.16,2
-0.92,-0.63,0.38,0.07,0.32,0.08,2
-2.37,0.06,6.57,-0.51,1.13,0.31,2
-1.07,-3.51,19.03,-0.09,0.25,0.24,2
-2.4,-2.77,13.58,0.12,-1.4,0.23,2
-0.54,-2.39,7.34,0.38,-1.27,-0.29,2
-0.22,-1.96,2.63,0.04,-0.65,-0.1,2
0.1,-3.51,3.49,-0.6,0.83,0.28,2
2.17,-4.81,24.37,-1.45,1.13,0.05,2
-0.25,-3.51,15.28,0.21,-0.92,-0.24,2
-0.92,-1.02,6.18,0.43,-1.09,-0.11,2
-0.65,-1.83,4.45,0.1,-0.5,0.09,2
-1.55,-0.25,1.85,-0.23,-0.05,0.15,2
-1.05,-2.31,6.69,-0.28,0.89,0.11,2
0.94,-6.19,15.73,-0.21,1.66,-0.03,2
-0.74,-3.68,12.62,0,0,0.07,2
-0.92,-2.62,8.3,0.27,-0.46,0.02,2
-0.44,-1.45,7.4,0.24,-0.59,-0.23,2
-0.54,-2.43,6.93,0.28,-0.41,-0.13,2
-1.29,-0.6,1.66,-0.01,0.35,0.17,2
-3.64,-0.65,7.64,-0.14,0.37,0.66,2
0.57,-4.52,15.51,-0.28,0.67,0.15,2
-0.22,-3.48,10.81,0.66,-0.43,-0.12,2
-0.87,-1.68,7.62,0.25,-0.4,-0.05,2
-0.71,-1,3.48,-0.01,0.45,0.1,2
-1.65,-1.72,13,0.65,1.08,-0.34,2
-1.52,-3.32,13.44,0.1,-1.33,-0.2,2
-1.13,-1.23,1.87,0.08,-0.92,-0.08,2
-1.04,-4.05,5.49,-0.39,0.63,0.17,2
-0.14,-2.82,20.19,-0.51,-0.12,0.38,2
-1.45,-1.85,8.35,0.18,-0.42,-0.25,2
-1.52,0.99,2.91,0.03,-0.26,0.01,2
-0.59,-2.3,4.41,-0.31,0.32,0.22,2
0.27,-5.78,21.69,-0.83,0.82,-0.13,2
-1.46,-2.6,12.55,0.23,-1.19,0.01,2
-1.28,-1.46,3.6,-0.04,-0.5,-0.08,2
-1.67,-1.07,5.3,-0.52,0.82,0.17,2
1.4,-5.73,21.14,-0.36,0.1,0.07,2
-1.18,-3,8.16,0.4,-0.61,-0.22,2
-1.35,-2.2,2.33,-0.52,0.6,0.39,2
-2.33,-4.17,15.55,-0.22,0.67,0.42,2
-0.99,-3.41,13.69,0.3,-0.98,-0.01,2
-1.13,-1.78,4.8,0.29,-0.45,-0.07,2
-2.72,-2.06,4.37,-0.46,1.16,0.21,2
-0.55,-5.35,14.37,0.37,-0.69,-0.24,2
-0.95,-2.44,3.34,0.26,-0.97,-0.22,2
-1.99,-1.67,0.34,-0.26,-0.01,0.42,2
-0.71,-3.46,10.2,-1.15,1,0.16,2
-1.29,-2.66,23.68,-1.34,-0.3,0.53,2
-2.35,-4,12.82,0.3,-0.79,0,2
-1.56,-2.12,8.46,0.56,-1.33,-0.12,2
-2.1,-0.04,0.86,-0.16,-1.39,0.1,2
-0.32,-2,4.69,0.35,-0.44,-0.2,2
-1.76,-1.01,-0.62,0.23,0.37,0.31,2
-3.43,-3.16,8.34,-0.02,1.61,0.18,2
-0.46,-2.29,19.28,-0.83,0.5,0.05,2
-1.6,-2.66,12.27,0.27,-0.68,-0.18,2
-0.63,-2.56,5.48,0.22,-0.51,0.12,2
-1.92,-2.09,10.66,-0.31,1.03,0.19,2
-1.29,-2.35,11.08,0.61,-0.68,-0.09,2
-1.68,-0.74,4.58,0.4,-1.12,-0.01,2
-0.75,-2,2.59,-0.18,0.01,0.1,2
-1.93,-4.1,7.04,-0.64,1.22,-0.12,2
-1.32,-3.8,19.55,-0.92,-0.76,0.6,2
-1.35,-1.37,8.29,0.92,-1.06,-0.16,2
-0.87,-1.78,3.28,0.09,-0.72,0,2
-1.21,-1.79,3.65,-0.12,0.92,0.17,2
-0.49,-1.66,18.72,-0.78,0.51,0.36,2
0.11,-1.89,15.85,-0.23,-1.25,0.14,2
-0.73,-2.41,13.48,-0.54,-1.9,0.26,2
-0.97,-2.65,5.2,0.1,-0.67,-0.23,2
-2.93,-3.01,2.13,-0.48,0.82,0.46,2
-3.27,-2.87,19.26,-0.41,0.42,0.18,2
-3.8,-8.29,12.52,0.33,-0.5,-0.36,2
-1.11,-3.01,6.22,0.36,-0.85,-0.31,2
-1.67,-1.45,2.48,-0.22,-0.37,-0.35,2
-1.43,-6.2,2.33,-0.11,0.58,-0.14,2
-2.14,-4.78,9.73,0.11,1.67,-0.44,2
-4.99,-4.94,18.71,-0.19,-0.19,-0.08,2
-2.84,-2.84,5.67,0.37,-1.27,0.04,2
-0.81,-5.22,0.55,-0.17,0.59,-0.04,2
-4.67,-1.56,15.04,-0.82,1.03,0.22,2
-4.87,-4.27,16.36,0.09,-0.91,0.06,2
-1.84,-3.33,5.6,0.33,-1.05,0.1,2
-1.78,-4.98,0.6,-0.44,0.71,-0.18,2
-5.24,-4.66,15.37,-0.42,1.74,-0.27,2
-5.09,-3.28,16.33,-0.18,-0.73,0.12,2
-1.64,-1.79,10.26,0.12,-1.61,0.21,2
-2.38,-2.91,2.75,0.23,-0.72,-0.03,2
-0.86,-4.48,4.98,-0.17,0.68,-0.22,2
-2.63,-5.49,2.37,-0.95,0.65,0.25,2
-6.44,-5.02,10.39,-0.35,1.25,0.06,2
-5,-5.17,20.73,-0.71,1.11,-0.21,2
-6.22,-0.78,19.14,0.04,0.72,0.14,2
-4.55,-2.78,14.66,0.06,-0.85,0.22,2
-4.09,-2.84,11.07,0.68,-0.93,-0.1,2
-2.86,-1.16,5.46,0.23,-0.91,-0.12,2
-1.42,-2.94,5.04,0.35,-0.85,0.12,2
-1.45,-2.24,1.14,-0.04,0.05,0,2
-2.35,-4.79,2.24,-0.09,0.7,0.19,2
-2.5,-2.82,4.94,-0.69,1.3,-0.25,2
-1.77,-4.42,8.3,-1.32,1.12,-0.29,2
-3.91,-2.04,7.29,-0.48,1.48,-0.13,2
-4.21,-1.24,18.9,-0.61,0.54,0.39,2
-5.19,-8.3,18.02,0.35,0.07,-0.23,2
-3.73,-1.73,9.78,0.58,-1.07,0.11,2
-2.78,-2.62,8.44,0.56,-0.64,0.02,2
-1.25,-1.71,5.48,-0.03,-0.93,0.08,2
-1.07,-3.1,1.27,0.03,-0.52,0.11,2
-2.35,-6.37,5.17,-0.44,1.16,0.26,2
-3.01,0.6,9.99,-0.26,1.18,0.01,2
-3.69,-2.68,14.89,0.51,-0.43,-0.03,2
-3.13,-0.52,13.32,0.22,-1.91,0.55,2
-0.81,-1.33,7.77,-0.08,-1.11,0.14,2
-2.64,-1.98,1.45,-0.15,-0.16,0.54,2
-2.46,-0.72,4.25,-0.46,1.52,0.17,2
-1.18,-1.56,17.6,-0.77,0.9,0.18,2
-2.32,-5.49,16.37,0.38,-0.14,-0.2,2
-2.6,-1.87,9.38,-0.11,-1.39,0.14,2
0.18,-3.93,8.6,0.61,0.67,0.01,2
0.03,-3.05,9.43,-0.03,-0.05,0.07,2
-0.89,-2.66,9.34,0.06,0.02,0.07,2
-0.3,-2.9,9.77,-0.06,-0.05,-0.01,2
2.06,-0.11,9.99,-0.07,-0.28,0.2,3
2.19,1.12,10.36,-0.05,0.51,0.09,3
1.01,-7.32,6.9,0.68,-0.24,0.13,3
-0.85,15.84,15.68,-0.53,-0.83,0.7,3
-2.16,-6.95,5.93,-1.04,-0.08,-1.06,3
0.79,4.37,13.35,0.65,-1.12,2.26,3
-0.95,1.33,10.19,-1.38,0.92,-3.68,3
-0.24,-9.94,5.9,1.38,-0.78,1,3
0.4,14.43,14.48,-1.05,0.76,-2.58,3
-2.5,1.07,10.35,0.26,-2.29,5.23,3
-0.16,-13.74,5.98,0.84,0.49,-1.25,3
0.36,8.56,14.8,-2.35,1,-5.24,3
1.53,6.62,16.9,0.34,-0.24,4.22,3
1.53,-16.34,10.09,0.25,0.41,4.15,3
-1.38,-14.4,8.81,-1.26,-2.07,-3.94,3
-4.78,11.78,13.43,-5.36,1.8,-7.35,3
1.83,10.8,15.79,-0.34,-0.94,2.06,3
-0.33,-6.99,10.31,2.4,-1.47,6.86,3
-1.75,-9.94,6.38,-1.79,0.83,1.08,3
-0.88,-8.79,11.41,-1.72,1.95,-7.69,3
-3.83,14.88,9.04,1.08,1.89,-3.6,3
-1.38,5.77,12.03,-0.31,-1.86,2.41,3
-0.94,1.69,9.89,0.51,-1.82,4.08,3
-2.58,-10.79,7.02,1.74,-1.41,5.41,3
0.35,-16.65,9.44,1.05,1.46,-1.44,3
-1.91,-5.46,9.32,1.64,1.64,-8.73,3
-0.47,14.43,14.35,-1.8,1.48,-0.62,3
-0.06,7.16,14.06,1.3,-1.4,2.91,3
0.42,0.06,14.25,2.18,-1.81,6.11,3
-7.98,-8.14,3.13,1.48,-2.72,7.03,3
-2.25,-11.48,5.91,1.15,-0.93,-0.04,3
2.19,-2.43,13.37,2.25,3.22,-6.96,3
-5.72,9.51,11.35,-3.95,1.77,-6.58,3
-0.81,7.58,13.46,0.12,0.44,1.53,3
-2.15,-8.3,9.49,1.93,-2.68,7.45,3
-6.45,-14.01,4.26,0.41,1.24,1.99,3
1.81,-11.92,9.26,-0.66,1.57,-4.1,3
-3.87,-3.38,10.15,-0.6,2.58,-7.94,3
-3.13,13.56,14.47,-3.79,3.08,-5.69,3
1.72,7.74,13.91,-0.97,-0.34,0.9,3
0.42,1.46,13.1,0.78,-3.24,6.16,3
-0.55,-14.59,6.23,1.93,-0.63,3.45,3
-2.9,-10.37,7.24,-1.78,-0.2,-4.73,3
2.24,15.11,15.82,-4.48,3.05,-6.73,3
-0.91,11.68,13.18,-1.4,-2.15,2.38,3
-0.74,0.17,9.95,0.96,-0.18,3.4,3
-4.27,-16.76,5.75,1.65,1.28,0.61,3
-4.3,-9.48,6.15,-0.88,1.15,-4.22,3
-0.56,15.7,15.16,-6.82,-0.15,-3.75,3
3.58,-0.72,14.02,1.73,-1.23,1.74,3
-1.9,-2.32,10.55,0.6,-4.16,7.55,3
-2.29,-7.42,6.73,0.16,-0.87,0.73,3
-1.65,-11.95,7.22,0.48,0.5,-4.84,3
-4.79,14.98,14.4,-4.44,1.55,-5.23,3
0.41,9.91,13.29,0.55,-1.12,2.81,3
-0.28,-3.14,9.65,0.57,-2.87,5.33,3
-6.9,-8.03,4.72,1.05,-2.51,5.99,3
-1.44,-15.27,7.59,1.17,2.06,-2.51,3
2.07,-2.22,10.99,-0.02,2.19,-5.79,3
-0.98,20.34,12.86,-1.13,1.69,-3.05,3
2.88,9.58,14.99,0.44,-2.86,3.58,3
-0.66,-0.77,10.13,0.96,-2.29,6.25,3
-3.19,-9.15,5.54,0.44,-2.88,5.51,3
-1.37,-18.28,6.37,0.16,-0.85,-2.58,3
-3.27,-4.03,8.63,-0.76,1.78,-6.62,3
0.45,33.66,18.26,-1.7,1.01,0.57,3
-1.64,8.65,11.2,0.75,-2.67,4.65,3
-6.17,-9.5,3.87,0.06,-3.25,5.69,3
-5.54,-14.41,4.96,0.58,1.62,-2.18,3
-4.07,-2.86,9.42,-1.37,0.68,-7.2,3
3.02,4.76,13.95,-1.32,1.65,-7.99,3
2.89,10,15.64,0.41,-0.72,2.34,3
-1.95,-3.29,11.43,3.05,-1.2,7.67,3
-4.08,-12.35,4.47,1.26,-1.82,4.04,3
-4.24,-15.7,8.21,-3.72,-5.86,-3.89,3
-1.77,15.68,13.03,-3.15,-0.52,-4.74,3
3.99,17.83,16.53,-0.58,-0.66,1.36,3
-2.31,-9.72,10.63,3,0.33,7.86,3
-8.54,-19.48,5.85,-2.62,-2.45,-5.38,3
0.61,29.36,18.36,-0.61,2.03,0.43,3
2.59,-11.75,17.7,4.94,3.89,6.54,3
-8.28,-3.43,6.51,-3.93,-0.08,-4.6,3
2.07,15.52,15.4,0.92,0.21,0.54,3
-0.45,-5.17,12.96,4.61,0.45,5.53,3
-3.5,-6.51,5.37,2.2,-1.16,4.03,3
-2.5,-13.23,5.64,-1.26,-1.8,-1.21,3
4.43,-2.94,14.94,-2.25,0.88,-5.01,3
-0.96,17.62,14,-1,-0.85,-0.5,3
2.5,3.59,13.47,1.41,-0.01,3.2,3
0.87,-5.62,9.33,0.89,0.18,3.54,3
